experiment,population,head,target,horizon_min,event_class,split,n_samples,n_positive,n_days,decision_threshold,metric,value,ci95_low,ci95_high
E2,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.482,POD_recall,0.424281,,
E2,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.482,precision,0.51687,,
E2,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.482,F1,0.466021,,
E2,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.482,false_alarm_ratio,0.48313,,
E2,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.482,false_positive_rate,0.092346,,
E2,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.482,HSS,0.356425,,
E2,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.482,frequency_bias,0.820866,,
E2,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.482,accuracy,0.816357,,
E2,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.482,TP,8349.0,,
E2,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.482,FP,7804.0,,
E2,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.482,FN,11329.0,,
E2,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.482,TN,76704.0,,
E2,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.482,Brier_raw,0.203808,,
E2,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.482,BSS_raw,-0.330333,,
E2,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.482,Brier_calibrated,0.124203,,
E2,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.482,BSS_calibrated,0.189275,0.1692,0.2042
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,ROC_AUC,0.60979,0.5903,0.6274
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,TSS,0.22671,0.2063,0.2473
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,POD_recall,0.346191,,
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,precision,0.525398,,
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,F1,0.417371,,
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,false_alarm_ratio,0.474602,,
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,false_positive_rate,0.119482,,
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,HSS,0.253416,,
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,frequency_bias,0.658913,,
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,accuracy,0.732805,,
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,TP,9971.0,,
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,FP,9007.0,,
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,FN,18831.0,,
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,TN,66377.0,,
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,Brier_raw,0.251951,,
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,BSS_raw,-0.259602,,
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,Brier_calibrated,0.17997,,
E2,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.558,BSS_calibrated,0.100259,0.0737,0.114
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,ROC_AUC,0.918146,0.9112,0.923
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,TSS,0.723279,0.7042,0.7393
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,POD_recall,0.800672,,
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,precision,0.474699,,
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,F1,0.596028,,
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,false_alarm_ratio,0.525301,,
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,false_positive_rate,0.077394,,
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,HSS,0.55071,,
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,frequency_bias,1.686693,,
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,accuracy,0.912811,,
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,TP,7383.0,,
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,FP,8170.0,,
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,FN,1838.0,,
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,TN,97394.0,,
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,Brier_raw,0.080894,,
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,BSS_raw,-0.094949,,
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,Brier_calibrated,0.037631,,
E2,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,114785,9221,171,0.38,BSS_calibrated,0.490639,0.4667,0.51
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,ROC_AUC,0.760565,0.7473,0.7709
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,TSS,0.443223,0.4241,0.4611
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,POD_recall,0.520219,,
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,precision,0.517553,,
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,F1,0.518883,,
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,false_alarm_ratio,0.482447,,
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,false_positive_rate,0.076996,,
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,HSS,0.442265,,
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,frequency_bias,1.00515,,
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,accuracy,0.867814,,
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,TP,8182.0,,
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,FP,7627.0,,
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,FN,7546.0,,
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,TN,91430.0,,
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,Brier_raw,0.16572,,
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,BSS_raw,-0.401476,,
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,Brier_calibrated,0.085247,,
E2,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,114785,15728,171,0.446,BSS_calibrated,0.279072,0.2615,0.2939
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,ROC_AUC,0.685254,0.6687,0.6977
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,TSS,0.332061,0.3132,0.3497
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,POD_recall,0.420908,,
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,precision,0.522143,,
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,F1,0.466092,,
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,false_alarm_ratio,0.477857,,
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,false_positive_rate,0.088848,,
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,HSS,0.358822,,
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,frequency_bias,0.806117,,
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,accuracy,0.819271,,
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,TP,9055.0,,
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,FP,8287.0,,
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,FN,12458.0,,
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,TN,84985.0,,
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,Brier_raw,0.203659,,
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,BSS_raw,-0.33728,,
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,Brier_calibrated,0.123578,,
E2,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,114785,21513,171,0.482,BSS_calibrated,0.188552,0.1714,0.2013
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,ROC_AUC,0.609641,0.5927,0.6248
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,TSS,0.230121,0.2096,0.2505
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,POD_recall,0.345677,,
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,precision,0.529225,,
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,F1,0.418197,,
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,false_alarm_ratio,0.470775,,
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,false_positive_rate,0.115555,,
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,HSS,0.258055,,
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,frequency_bias,0.653175,,
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,accuracy,0.737283,,
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,TP,10838.0,,
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,FP,9641.0,,
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,FN,20515.0,,
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,TN,73791.0,,
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,Brier_raw,0.252175,,
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,BSS_raw,-0.270167,,
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,Brier_calibrated,0.178831,,
E2,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,114785,31353,171,0.558,BSS_calibrated,0.099255,0.077,0.1134
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,ROC_AUC,0.951282,0.9462,0.9558
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,TSS,0.779719,0.7647,0.7917
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,POD_recall,0.84331,,
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,precision,0.537223,,
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,F1,0.656334,,
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,false_alarm_ratio,0.462777,,
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,false_positive_rate,0.063591,,
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,HSS,0.618853,,
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,frequency_bias,1.569759,,
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,accuracy,0.928916,,
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,TP,7072.0,,
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,FP,6092.0,,
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,FN,1314.0,,
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,TN,89708.0,,
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,Brier_raw,0.058027,,
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,BSS_raw,0.215976,,
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,Brier_calibrated,0.027957,,
E4,common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,BSS_calibrated,0.622259,0.5966,0.6433
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,ROC_AUC,0.830777,0.8152,0.8474
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,TSS,0.488847,0.4665,0.5098
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,POD_recall,0.560954,,
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,precision,0.554041,,
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,F1,0.557476,,
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,false_alarm_ratio,0.445959,,
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,false_positive_rate,0.072107,,
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,HSS,0.486298,,
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,frequency_bias,1.012476,,
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,accuracy,0.877364,,
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,TP,8048.0,,
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,FP,6478.0,,
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,FN,6299.0,,
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,TN,83361.0,,
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,Brier_raw,0.122124,,
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,BSS_raw,-0.028471,,
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,Brier_calibrated,0.075279,,
E4,common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,BSS_calibrated,0.366031,0.3466,0.3839
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,ROC_AUC,0.785159,0.7656,0.8065
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,TSS,0.393652,0.3685,0.4229
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,POD_recall,0.493749,,
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,precision,0.53458,,
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,F1,0.513354,,
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,false_alarm_ratio,0.46542,,
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,false_positive_rate,0.100097,,
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,HSS,0.405533,,
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,frequency_bias,0.92362,,
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,accuracy,0.823191,,
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,TP,9716.0,,
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,FP,8459.0,,
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,FN,9962.0,,
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,TN,76049.0,,
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,Brier_raw,0.157578,,
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,BSS_raw,-0.028576,,
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,Brier_calibrated,0.111437,,
E4,common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,BSS_calibrated,0.272606,0.2539,0.2916
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,ROC_AUC,0.747117,0.7231,0.7743
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,TSS,0.318517,0.2857,0.3531
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,POD_recall,0.433581,,
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,precision,0.590114,,
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,F1,0.49988,,
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,false_alarm_ratio,0.409886,,
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,false_positive_rate,0.115064,,
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,HSS,0.346951,,
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,frequency_bias,0.734741,,
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,accuracy,0.76016,,
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,TP,12488.0,,
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,FP,8674.0,,
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,FN,16314.0,,
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,TN,66710.0,,
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,Brier_raw,0.198803,,
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,BSS_raw,0.006104,,
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,Brier_calibrated,0.160797,,
E4,common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,BSS_calibrated,0.196113,0.1736,0.2194
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,ROC_AUC,0.946968,0.9408,0.9506
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,TSS,0.767595,0.7482,0.7836
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,POD_recall,0.829199,,
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,precision,0.543245,,
