experiment,population,head,target,horizon_min,event_class,split,n_samples,n_positive,n_days,decision_threshold,metric,value,ci95_low,ci95_high
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,F1,0.656432,,
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,false_alarm_ratio,0.456755,,
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,false_positive_rate,0.061604,,
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,HSS,0.61906,,
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,frequency_bias,1.526382,,
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,accuracy,0.92953,,
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,TP,7889.0,,
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,FP,6633.0,,
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,FN,1625.0,,
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,TN,101038.0,,
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,Brier_raw,0.059747,,
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,BSS_raw,0.199064,,
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,Brier_calibrated,0.029622,,
E4,native,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,117185,9514,171,0.361,BSS_calibrated,0.602909,0.5744,0.6267
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,ROC_AUC,0.825038,0.8105,0.8372
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,TSS,0.48191,0.4604,0.5022
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,POD_recall,0.552474,,
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,precision,0.557213,,
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,F1,0.554834,,
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,false_alarm_ratio,0.442787,,
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,false_positive_rate,0.070564,,
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,HSS,0.483636,,
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,frequency_bias,0.991496,,
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,accuracy,0.877237,,
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,TP,8965.0,,
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,FP,7124.0,,
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,FN,7262.0,,
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,TN,93834.0,,
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,Brier_raw,0.125081,,
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,BSS_raw,-0.048467,,
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,Brier_calibrated,0.076909,,
E4,native,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,117185,16227,171,0.418,BSS_calibrated,0.35532,0.3354,0.3724
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,ROC_AUC,0.778951,0.7598,0.7949
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,TSS,0.393118,0.3675,0.4164
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,POD_recall,0.492207,,
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,precision,0.537244,,
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,F1,0.51374,,
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,false_alarm_ratio,0.462756,,
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,false_positive_rate,0.099089,,
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,HSS,0.406163,,
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,frequency_bias,0.916171,,
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,accuracy,0.823484,,
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,TP,10927.0,,
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,FP,9412.0,,
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,FN,11273.0,,
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,TN,85573.0,,
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,Brier_raw,0.160811,,
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,BSS_raw,-0.047253,,
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,Brier_calibrated,0.112848,,
E4,native,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,117185,22200,171,0.456,BSS_calibrated,0.265095,0.2463,0.2822
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,ROC_AUC,0.739947,0.7148,0.7619
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,TSS,0.32309,0.2884,0.3549
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,POD_recall,0.436762,,
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,precision,0.593659,,
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,F1,0.503266,,
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,false_alarm_ratio,0.406341,,
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,false_positive_rate,0.113672,,
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,HSS,0.351911,,
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,frequency_bias,0.735712,,
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,accuracy,0.762478,,
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,TP,14100.0,,
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,FP,9651.0,,
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,FN,18183.0,,
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,TN,75251.0,,
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,Brier_raw,0.202149,,
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,BSS_raw,-0.012798,,
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,Brier_calibrated,0.161749,,
E4,native,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,117185,32283,171,0.527,BSS_calibrated,0.189609,0.1673,0.2092
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,ROC_AUC,0.924689,0.9185,0.9306
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,TSS,0.724908,0.7099,0.7406
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,POD_recall,0.797758,,
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,precision,0.489429,,
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,F1,0.606665,,
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,false_alarm_ratio,0.510571,,
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,false_positive_rate,0.07285,,
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,HSS,0.563072,,
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,frequency_bias,1.629979,,
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,accuracy,0.916735,,
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,TP,6690.0,,
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,FP,6979.0,,
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,FN,1696.0,,
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,TN,88821.0,,
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,Brier_raw,0.076597,,
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,BSS_raw,-0.034924,,
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,Brier_calibrated,0.037555,,
"E4, SoLEXS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,BSS_calibrated,0.492583,0.4716,0.5139
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,ROC_AUC,0.783121,0.7684,0.7984
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,TSS,0.45397,0.4314,0.4748
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,POD_recall,0.541716,,
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,precision,0.496455,,
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,F1,0.518099,,
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,false_alarm_ratio,0.503545,,
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,false_positive_rate,0.087746,,
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,HSS,0.437222,,
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,frequency_bias,1.091169,,
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,accuracy,0.861229,,
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,TP,7772.0,,
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,FP,7883.0,,
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,FN,6575.0,,
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,TN,81956.0,,
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,Brier_raw,0.152889,,
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,BSS_raw,-0.287563,,
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,Brier_calibrated,0.085336,,
"E4, SoLEXS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,BSS_calibrated,0.281341,0.263,0.2987
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,ROC_AUC,0.720534,0.7021,0.7401
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,TSS,0.358505,0.3304,0.3881
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,POD_recall,0.49009,,
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,precision,0.464458,,
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,F1,0.47693,,
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,false_alarm_ratio,0.535542,,
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,false_positive_rate,0.131585,,
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,HSS,0.351073,,
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,frequency_bias,1.055189,,
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,accuracy,0.796959,,
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,TP,9644.0,,
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,FP,11120.0,,
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,FN,10034.0,,
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,TN,73388.0,,
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,Brier_raw,0.192794,,
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,BSS_raw,-0.25844,,
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,Brier_calibrated,0.123531,,
"E4, SoLEXS withheld",common,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,104186,19678,162,0.456,BSS_calibrated,0.193665,0.172,0.2109
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,ROC_AUC,0.658186,0.6376,0.6823
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,TSS,0.274768,0.2388,0.3105
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,POD_recall,0.447365,,
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,precision,0.497567,,
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,F1,0.471132,,
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,false_alarm_ratio,0.502433,,
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,false_positive_rate,0.172596,,
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,HSS,0.283609,,
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,frequency_bias,0.899104,,
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,accuracy,0.722343,,
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,TP,12885.0,,
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,FP,13011.0,,
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,FN,15917.0,,
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,TN,62373.0,,
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,Brier_raw,0.238154,,
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,BSS_raw,-0.190624,,
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,Brier_calibrated,0.178909,,
"E4, SoLEXS withheld",common,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,104186,28802,162,0.527,BSS_calibrated,0.105563,0.076,0.1251
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,ROC_AUC,0.945719,0.9404,0.9499
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,TSS,0.773644,0.7601,0.7857
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,POD_recall,0.830909,,
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,precision,0.559499,,
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,F1,0.668714,,
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,false_alarm_ratio,0.440501,,
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,false_positive_rate,0.057265,,
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,HSS,0.633451,,
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,frequency_bias,1.485094,,
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,accuracy,0.933734,,
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,TP,6968.0,,
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,FP,5486.0,,
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,FN,1418.0,,
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,TN,90314.0,,
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,Brier_raw,0.063461,,
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,BSS_raw,0.142557,,
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,Brier_calibrated,0.028792,,
"E4, HEL1OS withheld",common,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,104186,8386,162,0.361,BSS_calibrated,0.610976,0.5857,0.6329
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,ROC_AUC,0.806855,0.7921,0.8207
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,TSS,0.467477,0.4491,0.4839
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,POD_recall,0.527985,,
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,precision,0.5822,,
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,F1,0.553769,,
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,false_alarm_ratio,0.4178,,
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,false_positive_rate,0.060508,,
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,HSS,0.486511,,
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,frequency_bias,0.906879,,
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,accuracy,0.882825,,
"E4, HEL1OS withheld",common,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,104186,14347,162,0.418,TP,7575.0,,
