experiment,population,horizon_min,split,kind,units,n_samples,n_days,metric,value,ci95_low,ci95_high
reference: SoLEXS flux now (calibrated on training),native,1,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",106805,162,bias,-0.011101,,
reference: SoLEXS flux now (calibrated on training),native,1,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",106805,162,correlation,0.980805,,
reference: GOES flux now (persistence),native,1,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",117138,171,MAE,0.00785,0.0073,0.0084
reference: GOES flux now (persistence),native,1,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",117138,171,RMSE,0.021384,,
reference: GOES flux now (persistence),native,1,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",117138,171,bias,2.7e-05,,
reference: GOES flux now (persistence),native,1,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",117138,171,correlation,0.997959,,
reference: climatology (training mean),native,5,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",117037,171,MAE,0.508057,0.478,0.54
reference: climatology (training mean),native,5,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",117037,171,RMSE,0.564941,,
reference: climatology (training mean),native,5,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",117037,171,bias,0.455179,,
reference: climatology (training mean),native,5,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",117037,171,correlation,,,
reference: SoLEXS flux now (calibrated on training),native,5,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",106709,162,MAE,0.067431,0.0649,0.0702
reference: SoLEXS flux now (calibrated on training),native,5,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",106709,162,RMSE,0.097101,,
reference: SoLEXS flux now (calibrated on training),native,5,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",106709,162,bias,-0.011061,,
reference: SoLEXS flux now (calibrated on training),native,5,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",106709,162,correlation,0.960748,,
reference: GOES flux now (persistence),native,5,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",117037,171,MAE,0.031462,0.0291,0.0338
reference: GOES flux now (persistence),native,5,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",117037,171,RMSE,0.072649,,
reference: GOES flux now (persistence),native,5,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",117037,171,bias,8.3e-05,,
reference: GOES flux now (persistence),native,5,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",117037,171,correlation,0.976434,,
reference: climatology (training mean),native,15,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",116824,171,MAE,0.507781,0.4777,0.5396
reference: climatology (training mean),native,15,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",116824,171,RMSE,0.564635,,
reference: climatology (training mean),native,15,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",116824,171,bias,0.454941,,
reference: climatology (training mean),native,15,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",116824,171,correlation,,,
reference: SoLEXS flux now (calibrated on training),native,15,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",106506,162,MAE,0.095976,0.0916,0.1
reference: SoLEXS flux now (calibrated on training),native,15,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",106506,162,RMSE,0.150359,,
reference: SoLEXS flux now (calibrated on training),native,15,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",106506,162,bias,-0.011027,,
reference: SoLEXS flux now (calibrated on training),native,15,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",106506,162,correlation,0.904313,,
reference: GOES flux now (persistence),native,15,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",116824,171,MAE,0.065539,0.0604,0.0707
reference: GOES flux now (persistence),native,15,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",116824,171,RMSE,0.131772,,
reference: GOES flux now (persistence),native,15,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",116824,171,bias,0.000152,,
reference: GOES flux now (persistence),native,15,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",116824,171,correlation,0.922417,,
reference: climatology (training mean),native,30,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",116507,171,MAE,0.507404,0.4774,0.5391
reference: climatology (training mean),native,30,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",116507,171,RMSE,0.564192,,
reference: climatology (training mean),native,30,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",116507,171,bias,0.454597,,
reference: climatology (training mean),native,30,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",116507,171,correlation,,,
reference: SoLEXS flux now (calibrated on training),native,30,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",106209,162,MAE,0.120729,0.1139,0.1271
reference: SoLEXS flux now (calibrated on training),native,30,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",106209,162,RMSE,0.189999,,
reference: SoLEXS flux now (calibrated on training),native,30,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",106209,162,bias,-0.011001,,
reference: SoLEXS flux now (calibrated on training),native,30,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",106209,162,correlation,0.846383,,
reference: GOES flux now (persistence),native,30,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",116507,171,MAE,0.092475,0.0849,0.1001
reference: GOES flux now (persistence),native,30,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",116507,171,RMSE,0.172426,,
reference: GOES flux now (persistence),native,30,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",116507,171,bias,0.000231,,
reference: GOES flux now (persistence),native,30,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",116507,171,correlation,0.867006,,
reference: climatology (training mean),native,60,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",115967,171,MAE,0.506765,0.4764,0.5382
reference: climatology (training mean),native,60,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",115967,171,RMSE,0.563494,,
reference: climatology (training mean),native,60,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",115967,171,bias,0.454008,,
reference: climatology (training mean),native,60,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",115967,171,correlation,,,
reference: SoLEXS flux now (calibrated on training),native,60,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",105699,162,MAE,0.144509,0.1361,0.1529
reference: SoLEXS flux now (calibrated on training),native,60,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",105699,162,RMSE,0.224358,,
reference: SoLEXS flux now (calibrated on training),native,60,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",105699,162,bias,-0.011025,,
reference: SoLEXS flux now (calibrated on training),native,60,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",105699,162,correlation,0.784813,,
reference: GOES flux now (persistence),native,60,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",115967,171,MAE,0.118239,0.1087,0.1274
reference: GOES flux now (persistence),native,60,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",115967,171,RMSE,0.20758,,
reference: GOES flux now (persistence),native,60,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",115967,171,bias,0.000246,,
reference: GOES flux now (persistence),native,60,test,reference,"dex (log10 W m^-2, GOES-18 XRS-B)",115967,171,correlation,0.806713,,
"E4, SoLEXS withheld",common,0,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104186,162,MAE,0.324885,0.3017,0.3502
"E4, SoLEXS withheld",common,0,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104186,162,RMSE,0.370861,,
"E4, SoLEXS withheld",common,0,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104186,162,bias,0.322636,,
"E4, SoLEXS withheld",common,0,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104186,162,correlation,0.865119,,
"E4, SoLEXS withheld",common,1,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104143,162,MAE,0.315649,0.2929,0.3406
"E4, SoLEXS withheld",common,1,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104143,162,RMSE,0.361654,,
"E4, SoLEXS withheld",common,1,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104143,162,bias,0.313083,,
"E4, SoLEXS withheld",common,1,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104143,162,correlation,0.867547,,
"E4, SoLEXS withheld",common,5,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104047,162,MAE,0.321101,0.2985,0.3456
"E4, SoLEXS withheld",common,5,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104047,162,RMSE,0.367323,,
"E4, SoLEXS withheld",common,5,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104047,162,bias,0.31464,,
"E4, SoLEXS withheld",common,5,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104047,162,correlation,0.848052,,
"E4, SoLEXS withheld",common,15,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103844,162,MAE,0.330415,0.3078,0.3542
"E4, SoLEXS withheld",common,15,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103844,162,RMSE,0.378458,,
"E4, SoLEXS withheld",common,15,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103844,162,bias,0.312753,,
"E4, SoLEXS withheld",common,15,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103844,162,correlation,0.794002,,
"E4, SoLEXS withheld",common,30,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103557,162,MAE,0.339143,0.3165,0.3624
"E4, SoLEXS withheld",common,30,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103557,162,RMSE,0.38874,,
"E4, SoLEXS withheld",common,30,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103557,162,bias,0.311709,,
"E4, SoLEXS withheld",common,30,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103557,162,correlation,0.744159,,
"E4, SoLEXS withheld",common,60,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103070,162,MAE,0.345088,0.3227,0.3676
"E4, SoLEXS withheld",common,60,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103070,162,RMSE,0.395669,,
"E4, SoLEXS withheld",common,60,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103070,162,bias,0.308891,,
"E4, SoLEXS withheld",common,60,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103070,162,correlation,0.692918,,
"E4, HEL1OS withheld",common,0,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104186,162,MAE,0.048216,0.045,0.0518
"E4, HEL1OS withheld",common,0,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104186,162,RMSE,0.061696,,
"E4, HEL1OS withheld",common,0,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104186,162,bias,0.010805,,
"E4, HEL1OS withheld",common,0,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104186,162,correlation,0.98632,,
"E4, HEL1OS withheld",common,1,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104143,162,MAE,0.049589,0.0462,0.0533
"E4, HEL1OS withheld",common,1,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104143,162,RMSE,0.064218,,
"E4, HEL1OS withheld",common,1,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104143,162,bias,0.013524,,
"E4, HEL1OS withheld",common,1,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104143,162,correlation,0.985283,,
"E4, HEL1OS withheld",common,5,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104047,162,MAE,0.060352,0.057,0.064
"E4, HEL1OS withheld",common,5,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104047,162,RMSE,0.08878,,
"E4, HEL1OS withheld",common,5,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104047,162,bias,0.010943,,
"E4, HEL1OS withheld",common,5,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",104047,162,correlation,0.968195,,
"E4, HEL1OS withheld",common,15,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103844,162,MAE,0.08053,0.0762,0.0851
"E4, HEL1OS withheld",common,15,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103844,162,RMSE,0.132342,,
"E4, HEL1OS withheld",common,15,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103844,162,bias,0.002126,,
"E4, HEL1OS withheld",common,15,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103844,162,correlation,0.921718,,
"E4, HEL1OS withheld",common,30,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103557,162,MAE,0.097363,0.0913,0.1034
"E4, HEL1OS withheld",common,30,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103557,162,RMSE,0.161205,,
"E4, HEL1OS withheld",common,30,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103557,162,bias,-0.002534,,
"E4, HEL1OS withheld",common,30,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103557,162,correlation,0.87916,,
"E4, HEL1OS withheld",common,60,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103070,162,MAE,0.112682,0.1055,0.1195
"E4, HEL1OS withheld",common,60,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103070,162,RMSE,0.183997,,
"E4, HEL1OS withheld",common,60,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103070,162,bias,-0.007137,,
"E4, HEL1OS withheld",common,60,test,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)",103070,162,correlation,0.83571,,
