experiment,population,head,target,horizon_min,event_class,split,n_samples,n_positive,n_days,decision_threshold,metric,value,ci95_low,ci95_high,instrument,coverage_group,kind,units
E2,HEL1OS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,496,7,15,0.38,frequency_bias,6.285714,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,496,7,15,0.38,accuracy,0.921371,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,496,7,15,0.38,TP,6.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,496,7,15,0.38,FP,38.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,496,7,15,0.38,FN,1.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,496,7,15,0.38,TN,451.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,496,7,15,0.38,Brier_raw,0.073025,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,496,7,15,0.38,BSS_raw,-4.248406,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,496,7,15,0.38,Brier_calibrated,0.010938,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,496,7,15,0.38,BSS_calibrated,0.213858,-0.0127,0.4685,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,ROC_AUC,0.689795,0.3267,0.7795,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,TSS,0.309837,-0.2573,0.4734,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,POD_recall,0.470588,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,precision,0.094118,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,F1,0.156863,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,false_alarm_ratio,0.905882,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,false_positive_rate,0.160752,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,HSS,0.105782,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,frequency_bias,5.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,accuracy,0.826613,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,TP,8.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,FP,77.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,FN,9.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,TN,402.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,Brier_raw,0.162721,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,BSS_raw,-3.91611,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,Brier_calibrated,0.041436,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,496,17,15,0.446,BSS_calibrated,-0.251877,-8.2067,0.249,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,ROC_AUC,0.445312,0.2138,0.5744,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,TSS,-0.023707,-0.4492,0.2656,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,POD_recall,0.25,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,precision,0.059259,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,F1,0.095808,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,false_alarm_ratio,0.940741,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,false_positive_rate,0.273707,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,HSS,-0.009489,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,frequency_bias,4.21875,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,accuracy,0.695565,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,TP,8.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,FP,127.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,FN,24.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,TN,337.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,Brier_raw,0.211193,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,BSS_raw,-2.499243,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,Brier_calibrated,0.088559,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,496,32,15,0.482,BSS_calibrated,-0.467339,-3.6228,0.1001,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,ROC_AUC,0.327486,0.1054,0.4724,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,TSS,-0.215523,-0.5203,0.1087,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,POD_recall,0.153846,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,precision,0.046512,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,F1,0.071429,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,false_alarm_ratio,0.953488,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,false_positive_rate,0.369369,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,HSS,-0.106763,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,frequency_bias,3.307692,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,accuracy,0.580645,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,TP,8.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,FP,164.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,FN,44.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,TN,280.0,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,Brier_raw,0.288346,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,BSS_raw,-2.072494,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,Brier_calibrated,0.1759,,,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,496,52,15,0.558,BSS_calibrated,-0.874316,-16.293,-0.0027,HEL1OS,50-90%,,
E2,HEL1OS input coverage 50-90%,,,0,,test,496,,15,,MAE,0.30464,0.2344,0.4093,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,0,,test,496,,15,,RMSE,0.348792,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,0,,test,496,,15,,bias,0.30399,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,0,,test,496,,15,,correlation,0.940406,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,1,,test,495,,15,,MAE,0.295051,0.2253,0.3991,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,1,,test,495,,15,,RMSE,0.339611,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,1,,test,495,,15,,bias,0.293964,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,1,,test,495,,15,,correlation,0.942758,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,5,,test,489,,15,,MAE,0.302686,0.2354,0.401,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,5,,test,489,,15,,RMSE,0.34489,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,5,,test,489,,15,,bias,0.301954,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,5,,test,489,,15,,correlation,0.942401,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,15,,test,474,,15,,MAE,0.323325,0.2589,0.413,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,15,,test,474,,15,,RMSE,0.360381,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,15,,test,474,,15,,bias,0.323145,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,15,,test,474,,15,,correlation,0.941802,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,30,,test,461,,15,,MAE,0.330131,0.2651,0.4084,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,30,,test,461,,15,,RMSE,0.365221,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,30,,test,461,,15,,bias,0.325467,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,30,,test,461,,15,,correlation,0.93175,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,60,,test,456,,15,,MAE,0.347352,0.2688,0.4171,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,60,,test,456,,15,,RMSE,0.384136,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,60,,test,456,,15,,bias,0.332578,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 50-90%,,,60,,test,456,,15,,correlation,0.900963,,,HEL1OS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,ROC_AUC,0.924797,0.91,0.9368,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,TSS,0.736154,0.6933,0.7711,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,POD_recall,0.815638,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,precision,0.49824,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,F1,0.618602,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,false_alarm_ratio,0.50176,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,false_positive_rate,0.079484,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,HSS,0.571683,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,frequency_bias,1.637037,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,accuracy,0.911263,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,TP,991.0,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,FP,998.0,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,FN,224.0,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,TN,11558.0,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,Brier_raw,0.082388,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,BSS_raw,-0.024159,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,Brier_calibrated,0.041305,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,13771,1215,159,0.38,BSS_calibrated,0.486546,0.4297,0.5365,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,ROC_AUC,0.7673,0.7359,0.798,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,TSS,0.45547,0.4061,0.5082,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,POD_recall,0.534606,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,precision,0.547945,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,F1,0.541194,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,false_alarm_ratio,0.452055,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,false_positive_rate,0.079137,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,HSS,0.460065,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,frequency_bias,0.975656,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,accuracy,0.862102,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,TP,1120.0,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,FP,924.0,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,FN,975.0,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,TN,10752.0,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,Brier_raw,0.166934,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,BSS_raw,-0.29419,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,Brier_calibrated,0.091976,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,13771,2095,159,0.446,BSS_calibrated,0.286939,0.2461,0.3293,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,13771,2868,159,0.482,ROC_AUC,0.69115,0.6559,0.7293,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,13771,2868,159,0.482,TSS,0.333738,0.286,0.3845,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,13771,2868,159,0.482,POD_recall,0.422245,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,13771,2868,159,0.482,precision,0.556526,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,13771,2868,159,0.482,F1,0.480174,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,13771,2868,159,0.482,false_alarm_ratio,0.443474,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,13771,2868,159,0.482,false_positive_rate,0.088508,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,13771,2868,159,0.482,HSS,0.366305,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,13771,2868,159,0.482,frequency_bias,0.758717,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,13771,2868,159,0.482,accuracy,0.8096,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,13771,2868,159,0.482,TP,1211.0,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,13771,2868,159,0.482,FP,965.0,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,13771,2868,159,0.482,FN,1657.0,,,HEL1OS,90-<100%,,
E2,HEL1OS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,13771,2868,159,0.482,TN,9938.0,,,HEL1OS,90-<100%,,
