experiment,population,head,target,horizon_min,event_class,split,n_samples,n_positive,n_days,decision_threshold,metric,value,ci95_low,ci95_high,instrument,coverage_group,kind,units
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,ROC_AUC,0.972475,0.8265,0.9893,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,TSS,0.762745,-0.0745,0.87,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,POD_recall,0.818182,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,precision,0.257143,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,F1,0.391304,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,false_alarm_ratio,0.742857,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,false_positive_rate,0.055437,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,HSS,0.36931,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,frequency_bias,3.181818,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,accuracy,0.941667,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,TP,9.0,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,FP,26.0,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,FN,2.0,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,TN,443.0,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,Brier_raw,0.048241,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,BSS_raw,-1.154456,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,Brier_calibrated,0.017331,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,480,11,18,0.337,BSS_calibrated,0.226009,-6.7561,0.6364,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,ROC_AUC,0.925435,0.8264,0.9662,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,TSS,0.435124,-0.0483,0.6524,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,POD_recall,0.481481,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,precision,0.382353,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,F1,0.42623,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,false_alarm_ratio,0.617647,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,false_positive_rate,0.046358,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,HSS,0.387844,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,frequency_bias,1.259259,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,accuracy,0.927083,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,TP,13.0,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,FP,21.0,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,FN,14.0,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,TN,432.0,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,Brier_raw,0.112394,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,BSS_raw,-1.117207,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,Brier_calibrated,0.042813,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,480,27,18,0.411,BSS_calibrated,0.193511,-1.0308,0.5602,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,ROC_AUC,0.819675,0.4384,0.9169,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,TSS,0.229613,-0.055,0.497,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,POD_recall,0.282609,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,precision,0.361111,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,F1,0.317073,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,false_alarm_ratio,0.638889,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,false_positive_rate,0.052995,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,HSS,0.254328,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,frequency_bias,0.782609,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,accuracy,0.883333,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,TP,13.0,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,FP,23.0,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,FN,33.0,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,TN,411.0,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,Brier_raw,0.152203,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,BSS_raw,-0.756545,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,Brier_calibrated,0.080423,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,480,46,18,0.451,BSS_calibrated,0.071854,-1.9898,0.3571,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,ROC_AUC,0.775012,0.4881,0.9167,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,TSS,0.143218,-0.0444,0.4238,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,POD_recall,0.178571,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,precision,0.517241,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,F1,0.265487,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,false_alarm_ratio,0.482759,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,false_positive_rate,0.035354,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,HSS,0.193,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,frequency_bias,0.345238,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,accuracy,0.827083,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,TP,15.0,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,FP,14.0,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,FN,69.0,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,TN,382.0,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,Brier_raw,0.202424,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,BSS_raw,-0.402072,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,Brier_calibrated,0.14277,,,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,flare_within_60min,flare starts or is in progress within the horizon,60,>=C1.0 (GOES-18 XRS flare list),test,480,84,18,0.535,BSS_calibrated,0.011119,-4.1418,0.2138,SoLEXS,50-90%,,
E1,SoLEXS input coverage 50-90%,,,0,,test,480,,18,,MAE,0.058008,0.0455,0.0726,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,0,,test,480,,18,,RMSE,0.069047,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,0,,test,480,,18,,bias,0.025877,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,0,,test,480,,18,,correlation,0.968521,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,1,,test,480,,18,,MAE,0.057947,0.044,0.0725,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,1,,test,480,,18,,RMSE,0.06969,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,1,,test,480,,18,,bias,0.029433,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,1,,test,480,,18,,correlation,0.969245,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,5,,test,478,,18,,MAE,0.060152,0.0494,0.0718,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,5,,test,478,,18,,RMSE,0.073014,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,5,,test,478,,18,,bias,0.021318,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,5,,test,478,,18,,correlation,0.962222,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,15,,test,473,,18,,MAE,0.070443,0.0578,0.0834,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,15,,test,473,,18,,RMSE,0.088499,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,15,,test,473,,18,,bias,0.026719,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,15,,test,473,,18,,correlation,0.944175,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,30,,test,465,,18,,MAE,0.084164,0.0668,0.101,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,30,,test,465,,18,,RMSE,0.103717,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,30,,test,465,,18,,bias,0.046155,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,30,,test,465,,18,,correlation,0.933302,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,60,,test,468,,18,,MAE,0.086323,0.0638,0.1094,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,60,,test,468,,18,,RMSE,0.114729,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,60,,test,468,,18,,bias,0.053453,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 50-90%,,,60,,test,468,,18,,correlation,0.922807,,,SoLEXS,50-90%,model (median),"dex (log10 W m^-2, GOES-18 XRS-B)"
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,ROC_AUC,0.945257,0.9215,0.9614,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,TSS,0.750672,0.6983,0.809,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,POD_recall,0.846847,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,precision,0.516484,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,F1,0.641638,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,false_alarm_ratio,0.483516,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,false_positive_rate,0.096175,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,HSS,0.585995,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,frequency_bias,1.63964,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,accuracy,0.897661,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,TP,94.0,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,FP,88.0,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,FN,17.0,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,TN,827.0,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,Brier_raw,0.070801,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,BSS_raw,0.266175,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,Brier_calibrated,0.036705,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,in_flare,flare in progress,0,>=C1.0 (GOES-18 XRS flare list),test,1026,111,26,0.337,BSS_calibrated,0.619571,0.542,0.6864,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,ROC_AUC,0.754291,0.6775,0.8455,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,TSS,0.358736,0.2344,0.4599,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,POD_recall,0.521951,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,precision,0.443983,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,F1,0.479821,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,false_alarm_ratio,0.556017,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,false_positive_rate,0.163216,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,HSS,0.336563,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,frequency_bias,1.17561,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,accuracy,0.773879,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,TP,107.0,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,FP,134.0,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,FN,98.0,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,TN,687.0,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,Brier_raw,0.160055,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,BSS_raw,-0.001076,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,Brier_calibrated,0.113504,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_15min,flare starts or is in progress within the horizon,15,>=C1.0 (GOES-18 XRS flare list),test,1026,205,26,0.411,BSS_calibrated,0.29008,0.1858,0.3738,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,1026,295,26,0.451,ROC_AUC,0.723281,0.629,0.8261,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,1026,295,26,0.451,TSS,0.275142,0.0927,0.397,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,1026,295,26,0.451,POD_recall,0.518644,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,1026,295,26,0.451,precision,0.462236,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,1026,295,26,0.451,F1,0.488818,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,1026,295,26,0.451,false_alarm_ratio,0.537764,,,SoLEXS,90-<100%,,
E1,SoLEXS input coverage 90-<100%,flare_within_30min,flare starts or is in progress within the horizon,30,>=C1.0 (GOES-18 XRS flare list),test,1026,295,26,0.451,false_positive_rate,0.243502,,,SoLEXS,90-<100%,,
