experiment,population,head,horizon_min,probability,bin_low,bin_high,n_samples,mean_forecast,observed_frequency
E4,native,in_flare,0,calibrated,0.5,0.6,669,0.52695,0.559043
E4,native,in_flare,0,calibrated,0.6,0.7,916,0.646731,0.673581
E4,native,in_flare,0,calibrated,0.7,0.8,477,0.764549,0.763103
E4,native,in_flare,0,calibrated,0.8,0.9,808,0.844073,0.845297
E4,native,in_flare,0,calibrated,0.9,1.0,4356,0.973136,0.96281
E4,native,flare_within_15min,15,raw,0.0,0.1,4,0.098779,0.0
E4,native,flare_within_15min,15,raw,0.1,0.2,3285,0.18059,0.024353
E4,native,flare_within_15min,15,raw,0.2,0.3,46828,0.256602,0.039677
E4,native,flare_within_15min,15,raw,0.3,0.4,47370,0.343888,0.098564
E4,native,flare_within_15min,15,raw,0.4,0.5,10313,0.434817,0.224377
E4,native,flare_within_15min,15,raw,0.5,0.6,2451,0.545145,0.455732
E4,native,flare_within_15min,15,raw,0.6,0.7,1514,0.646975,0.704756
E4,native,flare_within_15min,15,raw,0.7,0.8,1419,0.750555,0.855532
E4,native,flare_within_15min,15,raw,0.8,0.9,1832,0.854472,0.957969
E4,native,flare_within_15min,15,raw,0.9,1.0,2169,0.94064,0.992623
E4,native,flare_within_15min,15,calibrated,0.0,0.1,82010,0.065506,0.055822
E4,native,flare_within_15min,15,calibrated,0.1,0.2,20668,0.135592,0.146894
E4,native,flare_within_15min,15,calibrated,0.2,0.3,5015,0.254474,0.25324
E4,native,flare_within_15min,15,calibrated,0.3,0.4,1035,0.370509,0.375845
E4,native,flare_within_15min,15,calibrated,0.4,0.5,1135,0.437765,0.472247
E4,native,flare_within_15min,15,calibrated,0.5,0.6,954,0.549782,0.620545
E4,native,flare_within_15min,15,calibrated,0.6,0.7,588,0.648607,0.717687
E4,native,flare_within_15min,15,calibrated,0.7,0.8,1379,0.771574,0.823785
E4,native,flare_within_15min,15,calibrated,0.8,0.9,508,0.836995,0.909449
E4,native,flare_within_15min,15,calibrated,0.9,1.0,3893,0.975098,0.977652
E4,native,flare_within_30min,30,raw,0.1,0.2,488,0.178972,0.047131
E4,native,flare_within_30min,30,raw,0.2,0.3,22048,0.270001,0.052839
E4,native,flare_within_30min,30,raw,0.3,0.4,50819,0.350564,0.111277
E4,native,flare_within_30min,30,raw,0.4,0.5,31319,0.436877,0.215524
E4,native,flare_within_30min,30,raw,0.5,0.6,5210,0.535739,0.409021
E4,native,flare_within_30min,30,raw,0.6,0.7,1823,0.645378,0.705431
E4,native,flare_within_30min,30,raw,0.7,0.8,1495,0.750582,0.868896
E4,native,flare_within_30min,30,raw,0.8,0.9,1887,0.854395,0.958665
E4,native,flare_within_30min,30,raw,0.9,1.0,2096,0.939317,0.993321
E4,native,flare_within_30min,30,calibrated,0.0,0.1,29547,0.080041,0.056689
E4,native,flare_within_30min,30,calibrated,0.1,0.2,61174,0.141149,0.132834
E4,native,flare_within_30min,30,calibrated,0.2,0.3,13746,0.247427,0.271424
E4,native,flare_within_30min,30,calibrated,0.3,0.4,3041,0.349686,0.347254
E4,native,flare_within_30min,30,calibrated,0.4,0.5,1949,0.436562,0.468958
E4,native,flare_within_30min,30,calibrated,0.5,0.6,1362,0.559663,0.606461
E4,native,flare_within_30min,30,calibrated,0.6,0.7,434,0.644924,0.75576
E4,native,flare_within_30min,30,calibrated,0.7,0.8,525,0.711495,0.773333
E4,native,flare_within_30min,30,calibrated,0.8,0.9,1380,0.815867,0.874638
E4,native,flare_within_30min,30,calibrated,0.9,1.0,4027,0.977697,0.976161
E4,native,flare_within_60min,60,raw,0.1,0.2,31,0.191342,0.0
E4,native,flare_within_60min,60,raw,0.2,0.3,3468,0.277738,0.062572
E4,native,flare_within_60min,60,raw,0.3,0.4,34307,0.3582,0.125747
E4,native,flare_within_60min,60,raw,0.4,0.5,45795,0.450436,0.230134
E4,native,flare_within_60min,60,raw,0.5,0.6,22171,0.537331,0.386
E4,native,flare_within_60min,60,raw,0.6,0.7,5367,0.639168,0.564375
E4,native,flare_within_60min,60,raw,0.7,0.8,1913,0.746513,0.832201
E4,native,flare_within_60min,60,raw,0.8,0.9,2028,0.853301,0.957594
E4,native,flare_within_60min,60,raw,0.9,1.0,2105,0.938074,0.993824
E4,native,flare_within_60min,60,calibrated,0.0,0.1,193,0.007639,0.010363
E4,native,flare_within_60min,60,calibrated,0.1,0.2,42148,0.166091,0.12608
E4,native,flare_within_60min,60,calibrated,0.2,0.3,44567,0.26016,0.241434
E4,native,flare_within_60min,60,calibrated,0.3,0.4,12953,0.338899,0.36424
E4,native,flare_within_60min,60,calibrated,0.4,0.5,8100,0.446711,0.487284
E4,native,flare_within_60min,60,calibrated,0.5,0.6,2565,0.529361,0.583626
E4,native,flare_within_60min,60,calibrated,0.6,0.7,730,0.645206,0.669863
E4,native,flare_within_60min,60,calibrated,0.7,0.8,904,0.735344,0.787611
E4,native,flare_within_60min,60,calibrated,0.8,0.9,1514,0.857023,0.922061
E4,native,flare_within_60min,60,calibrated,0.9,1.0,3511,0.986877,0.982056
